episode,reward,vehicle_location,waypoint,duration,timesteps,collisions,lane_invasions,avg_speed,total_distance,max_speed
28,-24.06358006647621,"Location(x=-109.040436, y=-36.004425, z=0.001346)","Location(x=-110.135399, y=-36.038597, z=0.000000)",69.721608877182,2112,1,2,1.1411990602912796,22.322293166536838,9.319362258911132
29,-24.003562531916803,"Location(x=-112.893761, y=-58.384003, z=0.001349)","Location(x=-111.958679, y=-58.467953, z=0.000000)",36.426308393478394,1103,1,1,1.050478024052826,10.741984549677,9.343636894226075
30,-24.19642051040334,"Location(x=-109.183441, y=-41.538738, z=0.001269)","Location(x=-110.208237, y=-41.526707, z=0.000000)",51.8664755821228,1571,1,1,1.1542734669946288,16.821984712500125,9.321588706970216
31,-23.63701895473572,"Location(x=-113.006950, y=-59.555542, z=0.001359)","Location(x=-112.118607, y=-59.667164, z=0.000000)",31.68739652633667,955,1,1,1.0790169458241197,9.579556607699487,9.368968963623047
32,-23.71840844880986,"Location(x=-109.158638, y=-41.219265, z=0.001244)","Location(x=-110.197594, y=-41.211460, z=0.000000)",54.14483284950256,1640,1,1,1.1274316531828676,17.12686672108248,9.326881885528564
33,-23.162578263791517,"Location(x=-113.014526, y=-59.604198, z=0.001269)","Location(x=-112.124794, y=-59.717442, z=0.000000)",29.369340419769287,889,1,1,1.1607768486726278,9.530096981208771,9.301841640472412
34,-23.988570652377703,"Location(x=-113.039833, y=-59.804680, z=0.001339)","Location(x=-112.149757, y=-59.923836, z=0.000000)",29.429689645767212,891,1,1,1.1264489373287343,9.330536381399725,9.342648124694824
35,-24.173414182435828,"Location(x=-113.063103, y=-60.071121, z=0.001289)","Location(x=-112.171219, y=-60.106026, z=0.000000)",29.165860176086426,883,1,1,1.1086738781356593,9.067932797013782,9.321918296813966
36,-23.81886102555321,"Location(x=-108.991806, y=-36.564110, z=0.001309)","Location(x=-110.133728, y=-36.594727, z=0.000000)",68.18794989585876,2060,1,2,1.137471696056062,21.785382729722187,9.356695175170898
37,-24.015597171053066,"Location(x=-108.955574, y=-35.737923, z=0.001336)","Location(x=-110.136574, y=-35.774086, z=0.000000)",71.99397945404053,2177,1,2,1.119266208852174,22.612582235364243,9.325725746154786
38,-23.49572417197269,"Location(x=-113.074677, y=-60.212009, z=0.001385)","Location(x=-112.187851, y=-60.250496, z=0.000000)",27.42202401161194,830,1,1,1.1623472017758132,8.930691838031635,9.324355030059815
39,-23.48975835118219,"Location(x=-109.031288, y=-37.052391, z=0.000995)","Location(x=-110.133385, y=-37.078648, z=0.000000)",67.97356629371643,2059,1,2,1.116044447602249,21.275157545460388,9.302148914337158
40,-23.744991684528095,"Location(x=-113.011024, y=-59.483566, z=0.001133)","Location(x=-112.109634, y=-59.594917, z=0.000000)",28.96993136405945,877,1,1,1.1811178518714909,9.647018816496711,9.341086864471436
41,-23.873312489829598,"Location(x=-109.067139, y=-37.161385, z=0.001292)","Location(x=-110.133469, y=-37.186413, z=0.000000)",67.9769504070282,2053,1,1,1.1099934030645886,21.173532807966694,9.354878997802734
42,-24.175912025547742,"Location(x=-109.317574, y=-44.837143, z=0.001217)","Location(x=-110.368164, y=-44.799435, z=0.000000)",43.353490591049194,1313,1,1,1.1157804005860028,13.552749641996343,9.252643489837647
43,-24.00575018579378,"Location(x=-113.108429, y=-60.641376, z=0.001285)","Location(x=-112.236427, y=-60.690865, z=0.000000)",27.087506771087646,820,1,1,1.115717073763205,8.503890190419042,9.305584716796876
44,-24.164814108650464,"Location(x=-113.033173, y=-59.908875, z=0.001292)","Location(x=-112.162132, y=-60.028381, z=0.000000)",31.144916772842407,943,1,1,1.0554853927120986,9.227885834639892,9.329198455810547
45,-23.956296260519537,"Location(x=-113.005554, y=-59.583698, z=0.001327)","Location(x=-112.122086, y=-59.695450, z=0.000000)",31.01370120048523,939,1,1,1.0940393341769004,9.551725131866988,9.37045726776123
46,-18.202267747843308,"Location(x=-110.179535, y=-16.855469, z=0.001244)","Location(x=-110.274834, y=-16.889608, z=0.000000)",132.25351428985596,4000,0,4,1.1200715031758701,41.56964017130667,9.279520511627197
